COD;CAUSA
G239;Doenc degenerativa dos ganglios da base NE
G240;Distonia induz p/drogas
G241;Distonia familiar idiopatica
G242;Distonia nao-familiar idiopatica
G243;Torcicolo espasmodico
G244;Distonia orofacial idiopatica
G245;Blefaroespasmo
G248;Outr distonias
G249;Distonia NE
G250;Tremor essencial
G251;Tremor induz p/drogas
G252;Outr form espec de tremor
G253;Mioclonia
G254;Coreia induz p/droga
G255;Outr form de coreia
G256;Tiques induz p/droga e outr tipos orig organ
G258;Outr doenc extrapiramid transt movim espec
G259;Doenc extrapiramidais transt movimentos NE
G26;Doenc extrapiramidais transt movim doenc COP
G300;Doenc de Alzheimer de inicio precoce
G301;Doenc de Alzheimer de inicio tard
G308;Outr form de doenc de Alzheimer
G309;Doenc de Alzheimer NE
G310;Atrofia cerebral circunscrita
G311;Degeneracao cerebral senil NCOP
G312;Degeneracao do sist nervoso dev alcool
G318;Outr doenc degenerativas espec sist nervoso
G319;Doenc degenerativa do sist nervoso NE
G320;Degener comb subagud medul espinal doenc COP
G328;Outr transt degener espec sist nerv doen COP
G35;Esclerose mult
G360;Neuromielite optica
G361;Leucoencefalite hemorragica aguda e subaguda
G368;Outr desmielinizacoes dissem agudas espec
G369;Desmielinizacao disseminada aguda NE
G370;Esclerose difusa
G371;Desmielinizacao central do corpo caloso
G372;Mielinolise central da ponte
G373;Mielit trans agud doen desmiel sis nerv cent
G374;Mielite subaguda necrotica
G375;Esclerose concentrica
G378;Outr doenc desmiel espec sist nerv centr
G379;Doenc desmielinizante sist nerv central NE
G400;Epilep sind epil idiop def loc cris inic foc
G401;Epilep sind epil sint def loc cris parc simp
G402;Epilep sind epil sint def loc cris parc comp
G403;Epilepsia e sindr epilepticas gener idiopat
G404;Outr epilepsias e sindr epilepticas gener
G405;Sindr epilepticas especiais
G406;Crise de grande mal NE
G407;Pequeno mal NE s/crises de grande mal
G408;Outr epilepsias
G409;Epilepsia NE
G410;Estado de grande mal epileptico
G411;Estado de pequeno mal epileptico
G412;Estado de mal epileptico parcial complexo
G418;Outr estados de mal epileptico
G419;Estado de mal epileptico NE
G430;Enxaqueca s/aura
G431;Enxaqueca c/aura
G432;Estado de mal enxaquecoso
G433;Enxaqueca complicada
G438;Outr form de enxaqueca
G439;Enxaqueca s/especificacao
G440;Sindr de cluster-headache
G441;Cefaleia vascular NCOP
G442;Cefaleia tensional
G443;Cefaleia cronica pos-traum
G444;Cefaleia induz p/drogas NCOP
G448;Outr sindr de cefaleia espec
G450;Sindr da arteria vertebro-basilar
G451;Sindr da arteria carotidea
G452;Sindr arterias pre-cerebrais mult bilaterais
G453;Amaurose fugaz
G454;Amnesia global transitoria
G458;Outr acid isquemicos cerebr trans sindr corr
G459;Isquemia cerebral transitoria NE
G460;Sindr da arteria cerebral media
G461;Sindr da arteria cerebral anterior
G462;Sindr da arteria cerebral posterior
G463;Sindr vasculares do tronco cerebral
G464;Sindr vascular cerebelar
G465;Sindr lacunar motora pura
G466;Sindr lacunar sensorial pura
G467;Outr sindr lacunares
G468;Outr sindr vasc cerebr doenc cerebrovascular
G470;Disturbios do inicio e da manutencao do sono
G471;Disturbios do sono p/sonolencia excessiva
G472;Disturbios do ciclo vigilia-sono
G473;Apneia de sono
G474;Narcolepsia e cataplexia
G478;Outr disturbios do sono
G479;Disturbio do sono NE
G500;Nevralgia do trigemeo
G501;Dor facial atipica
G508;Outr transt do nervo trigemeo
G509;Transt NE do nervo trigemeo
G510;Paralisia de Bell
G511;Ganglionite geniculada
G512;Sindr de Melkersson
G513;Espasmo hemifacial clonico
G514;Mioquimia facial
G518;Outr transt do nervo facial
G519;Transt NE do nervo facial
G520;Transt do nervo olfatorio
G521;Transt do nervo glossofaringeo
G522;Transt do nervo vago
G523;Transt do nervo hipoglosso
G527;Transt de mult nervos cranianos
G528;Transt de outr nervos cranianos espec
G529;Transt de nervo craniano NE
G530;Nevralgia pos-zoster
G531;Paral mult nerv cran doen infecc parasit COP
G532;Paralisias mult nervos cranianos sarcoidose
G533;Paralisias mult nerv cran doenc neoplasicas
G538;Outr transt nervos cranianos outr doenc COP
G540;Transt do plexo braquial
G541;Transt do plexo lombossacral
G542;Transt das raizes cervicais NCOP
G543;Transt das raizes toracicas NCOP
G544;Transt das raizes lombossacras NCOP
G545;Amiotrofia nevralgica
G546;Sindr dolorosa do membro fantasma
G547;Sindr membro fantasma s/manifest dolorosa
G548;Outr transt das raizes e dos plexos nervosos
G549;Transt NE das raizes e dos plexos nervosos
G550;Compressoes raizes plexos nerv doenc neoplas
G551;Compr raiz plexo nerv transt disco intervert
G552;Compressoes raizes plexos nerv espondilose
G553;Compressoes raizes plexos nerv outr dorsopat
G558;Compress raizes plexos nerv outr doenc COP
G560;Sindr do tunel do carpo
G561;Outr lesoes do nervo mediano
G562;Lesoes do nervo cubital
G563;Lesao do nervo radial
G564;Causalgia
G568;Outr mononeuropatias dos membros super
G569;Mononeuropatia dos membros super NE
G570;Lesao do nervo ciatico
G571;Meralgia parestesica
G572;Lesao do nervo femoral
G573;Lesao do nervo popliteo lateral
G574;Lesao do nervo popliteo medial
G575;Sindr do tunel do tarso
G576;Lesao do nervo plantar
G578;Outr mononeuropatias dos membros infer
G579;Mononeuropatia dos membros infer NE
G580;Neuropatia intercostal
G587;Mononeurite mult
G588;Outr mononeuropatias espec
G589;Mononeuropatia NE
G590;Mononeuropatia diabetica
G598;Outr mononeuropatias em doenc COP
G600;Neuropatia hereditaria motora e sensorial
G601;Doenc de Refsum
G602;Neuropatia assoc a ataxia hereditaria
G603;Neuropatia progressiva idiopatica
G608;Outr neuropatias hereditarias e idiopaticas
G609;Neuropatia hereditaria e idiopatica NE
G610;Sindr de Guillain-Barre
G611;Neuropatia serica
G618;Outr polineuropatias inflam
G619;Polineuropatia inflam NE
G620;Polineuropatia induz p/drogas
G621;Polineuropatia alcoolica
G622;Polineuropatia dev outr agentes toxicos
G628;Outr polineuropatias espec
G629;Polineuropatia NE
G630;Polineuropatia em doenc infecc e parasit COP
G631;Polineuropatia em doenc neoplasicas
G632;Polineuropatia diabetica
G633;Polineuropatia outr doenc endocr metabolicas
G634;Polineuropatia em defic nutricionais
G635;Polineuropatia doenc sistemicas tec conjunt
G636;Polineuropatia outr transt osteomusculares
G638;Polineuropatia em outr doenc COP
G64;Outr transt do sist nervoso periferico
G700;Miastenia gravis
G701;Transt mioneurais toxicos
G702;Miastenia congen e do desenvolv
G708;Outr transt mioneurais espec
G709;Transt mioneural NE
G710;Distrofia muscular
G711;Transt miotonicos
G712;Miopatias congen
G713;Miopatia mitocondrial NCOP
G718;Outr transt prim dos musculos
G719;Transt muscular prim NE
G720;Miopatia induz p/drogas
G721;Miopatia alcoolica
G722;Miopatia dev outr agentes toxicos
G723;Paralisia periodica
G724;Miopatia inflam NCOP
G728;Outr miopatias espec
G729;Miopatia NE
G730;Sindr miastenicas em doenc endocrinas
G731;Sindr de Eaton-Lambert
G732;Outr sindr miastenicas em doenc neoplasicas
G733;Sindr miastenicas em outr doenc COP
G734;Miopatia em doenc infecc e parasit COP
G735;Miopatia em doenc endocrinas
G736;Miopatia em doenc metabolicas
G737;Miopatia em outr doenc COP
G800;Paralisia cerebral quadriplágica espástica
G801;Paralisia cerebral diplégica espástica
G802;Paralisia cerebral hemiplégica espástica
G803;Paralisia cerebral discinetica
G804;Paralisia cerebral ataxica
G808;Outr form de paralisia cerebral
G809;Paralisia cerebral NE
G810;Hemiplegia flacida
G811;Hemiplegia espastica
G819;Hemiplegia NE
G820;Paraplegia flacida
G821;Paraplegia espastica
G822;Paraplegia NE
G823;Tetraplegia flacida
G824;Tetraplegia espastica
G825;Tetraplegia NE
G830;Diplegia dos membros super
G831;Monoplegia do membro infer
G832;Monoplegia do membro super
G833;Monoplegia NE
G834;Sindr da cauda equina
G838;Outr sindr paraliticas espec
G839;Sindr paralitica NE
G900;Neuropatia autonomica periferica idiopatica
G901;Disautonomia familiar
G902;Sindr de Horner
G903;Degeneracao multissistemica
G904;Disreflexia autonômica
G908;Outr transt do sist nervoso autonomo
G909;Transt NE do sist nervoso autonomo
G910;Hidrocefalia comunicante
G911;Hidrocefalia obstrutiva
G912;Hidrocefalia de pressao normal
G913;Hidrocefalia pos-traum NE
G918;Outr form de hidrocefalia
G919;Hidrocefalia NE
G92;Encefalopatia toxica
G930;Cistos cerebrais
G931;Lesao encefalica anoxica NCOP
G932;Hipertensao intracraniana benigna
G933;Sindr da fadiga pos-viral
G934;Encefalopatia NE
G935;Compressao do encefalo
G936;Edema cerebral
G937;Sindr de Reye
G938;Outr transt espec do encefalo
G939;Transt NE do encefalo
G940;Hidrocefalia em doenc infecc e parasit COP
G941;Hidrocefalia em doenc neoplasicas
G942;Hidrocefalia em outr doenc COP
G948;Outr transt encefalicos espec em doenc COP
G950;Siringomielia e siringobulbia
G951;Mielopatias vasculares
G952;Compressao NE de medula espinal
G958;Outr doenc espec da medula espinal
G959;Doenc NE da medula espinal
G960;Fistula liquorica
G961;Transt das meninges NCOP
G968;Outr transt espec do sist nervoso central
G969;Transt NE do sist nervoso central
G970;Perda de liquor resultante de puncao espinal
G971;Outr reacao a puncao espinal e lombar
G972;Hipotensao intracran conseq deriv ventric
G978;Outr transt pos-proced do sist nervoso
G979;Transt pos-proced do sist nervoso NE
G98;Outr transt do sist nervoso NCOP
G990;Neuropatia autonomica doenc endocr metabol
G991;Outr transt sist nervoso autonomo doenc COP
G992;Mielopatia em doenc COP
G998;Outr transt espec do sist nervoso doenc COP
H000;Hordeolo e outr inflam profundas palpebras
H001;Calazio
H010;Blefarite
H011;Dermatoses nao infecc da palpebra
H018;Outr inflam espec da palpebra
H019;Inflam NE da palpebra
H020;Entropio e triquiase da palpebra
H021;Ectropio da palpebra
H022;Lagoftalmo
H023;Blefarocalasia
H024;Ptose da palpebra
H025;Outr transt que afetam a funcao da palpebra
H026;Xantelasma da palpebra
H027;Outr transt degener palpebra area periocular
H028;Outr transt espec das palpebras
H029;Transt NE da palpebra
H030;Infestacao parasit da palpebra doenc COP
H031;Compr da palpebra em outr doenc infecc COP
H038;Compr da palpebra em outr doenc COP
H040;Dacrioadenite
H041;Outr transt da gland lacrimal
H042;Epifora
H043;Inflam aguda e NE dos canais lacrimais
H044;Inflam cronica dos canais lacrimais
H045;Estenose e insuf dos canais lacrimais
H046;Outr alteracoes nos canais lacrimais
H048;Outr transt do aparelho lacrimal
H049;Transt NE do aparelho lacrimal
H050;Inflam aguda da orbita
H051;Transt inflam cronicos da orbita
H052;Afeccoes exoftalmicas
H053;Deform da orbita
H054;Enoftalmia
H055;Corpo estranho ret cons ferim perfur orbita
H058;Outr transt da orbita
H059;Transt NE da orbita
H060;Transt do aparelho lacrimal em doenc COP
H061;Infestacao parasit da orbita doenc COP
H062;Exoftalmo distireoideo
H063;Outr transt da orbita em doenc COP
H100;Conjuntivite mucopurulenta
H101;Conjuntivite aguda atopica
H102;Outr conjuntivites agudas
H103;Conjuntivite aguda NE
H104;Conjuntivite cronica
H105;Blefaroconjuntivite
H108;Outr conjuntivites
H109;Conjuntivite NE
H110;Pterigio
H111;Degeneracoes e depositos da conjuntiva
H112;Cicatrizes da conjuntiva
H113;Hemorragia conjuntival
H114;Outr transt vasculares e cistos conjuntivais
H118;Outr transt espec da conjuntiva
H119;Transt NE da conjuntiva
H130;Infestacao p/filarias na conjuntiva
H131;Conjuntivite em doenc infecc e parasit COP
H132;Conjuntivite em outr doenc COP
H133;Penfigoide ocular
H138;Outr transt da conjuntiva em doenc COP
H150;Esclerite
H151;Episclerite
H158;Outr transt da esclerotica
H159;Transt NE da esclerotica
H160;Ulcera de cornea
H161;Outr ceratites superf s/conjuntivite
H162;Ceratoconjuntivite
H163;Ceratites intersticial e profunda
H164;Neovascularizacao da cornea
H168;Outr ceratites
H169;Ceratite NE
H170;Leucoma aderente
H171;Outr opacidade central da cornea
H178;Outr cicatrizes e opacidades da cornea
H179;Cicatriz e opacidade NE da cornea
H180;Pigmentacoes e depositos da cornea
H181;Ceratopatia bolhosa
H182;Outr edemas da cornea
H183;Alteracoes nas membranas da cornea
H184;Degeneracoes da cornea
H185;Distrofias hereditarias da cornea
H186;Ceratocone
H187;Outr deform da cornea
H188;Outr transt espec da cornea
H189;Transt NE da cornea
H190;Esclerite e episclerite em doenc COP
H191;Ceratite ceratoconjunt virus herpes simples
H192;Cerat ceratoconj outr doenc infec paras COP
H193;Ceratite ceratoconjuntivite outr doenc COP
H198;Outr transt de esclerotica cornea doenc COP
H200;Iridociclite aguda e subaguda
H201;Iridociclite cronica
H202;Iridociclite induz p/cristalino
H208;Outr iridociclites
H209;Iridociclite NE
H210;Hifema
H211;Outr transt vasculares iris e corpo ciliar
H212;Degeneracoes da iris e do corpo ciliar
H213;Cistos iris corpo ciliar e camara anterior
H214;Membranas pupilares
H215;Outr aderencias e roturas iris corpo ciliar
H218;Outr transt espec da iris e do corpo ciliar
H219;Transt NE da iris e do corpo ciliar
H220;Iridociclite em doenc infecc e parasit COP
H221;Iridociclite em outr doenc COP
H228;Outr transt da iris e corpo ciliar doenc COP
H250;Catarata senil incipiente
H251;Catarata senil nuclear
H252;Catarata senil tipo Morgagni
H258;Outr cataratas senis
H259;Catarata senil NE
H260;Catarata infantil juvenil e pre-senil
H261;Catarata traum
H262;Catarata complicada
H263;Catarata induz p/drogas
H264;Pos-catarata
H268;Outr cataratas espec
H269;Catarata NE
H270;Afacia
H271;Deslocamento do cristalino
H278;Outr transt espec do cristalino
H279;Transt NE do cristalino
H280;Catarata diabetica
H281;Catarata outr doenc endocr nutric e metabol
H282;Catarata em outr doenc COP
H288;Outr transt do cristalino em doenc COP
H300;Inflam coriorretiniana focal
H301;Inflam corrorretiniana disseminada
H302;Ciclite posterior
H308;Outr inflam coriorretinianas
H309;Inflam NE da coroide e da retina
H310;Cicatrizes coriorretinianas
H311;Degeneracao da coroide
H312;Distrofia hereditaria da coroide
H313;Hemorragia e rotura da coroide
H314;Descolamento da coroide
H318;Outr transt espec da coroide
H319;Transt NE da coroide
H320;Inflam coriorretin doenc infecc parasit COP
H328;Outr transt coriorretinianos em doenc COP
H330;Descolamento da retina c/defeito retiniano
H331;Retinosquise e cistos da retina
H332;Descolamento seroso da retina
H333;Defeitos da retina s/descolamento
H334;Descolamento da retina p/tracao
H335;Outr descolamentos da retina
H340;Oclusao arterial retiniana transitoria
H341;Oclusao da arteria retiniana central
H342;Outr oclusoes da arteria retiniana
H348;Outr oclusoes vasculares retinianas
H349;Oclusao vascular retiniana NE
H350;Retinopatias de fundo alteracoes vasc retina
H351;Retinopatia da prematuridade
H352;Outr retinopatias proliferativas
H353;Degeneracao da macula e do polo posterior
H354;Degeneracoes perifericas da retina
H355;Distrofias hereditarias da retina
H356;Hemorragia retiniana
H357;Separacao das camadas da retina
H358;Outr transt espec da retina
H359;Transt da retina NE
H360;Retinopatia diabetica
H368;Outr transt retinianos em doenc COP
H400;Suspeita de glaucoma
H401;Glaucoma prim de angulo aberto
H402;Glaucoma prim de angulo fechado
H403;Glaucoma secund a traum ocular
H404;Glaucoma secund a inflam ocular
H405;Glaucoma secund a outr transt do olho
H406;Glaucoma secund a drogas
H408;Outr glaucoma
H409;Glaucoma NE
H420;Glaucoma em doenc endocr nutric e metab COP
H428;Glaucoma em outr doenc COP
H430;Prolapso do humor vitreo
H431;Hemorragia do humor vitreo
H432;Depositos cristalinos no humor vitreo
H433;Outr opacidades do vitreo
H438;Outr transt do humor vitreo
H439;Transt NE do humor vitreo
H440;Endoftalmite purulenta
H441;Outr endoftalmites
H442;Miopia degenerativa
H443;Outr transt degenerativos do globo ocular
H444;Hipotonia do olho
H445;Afeccoes degenerativas do globo ocular
H446;Corpo estranho retido intra-ocular nat magn
H447;Corpo estranho ret intra-ocular nat nao-magn
H448;Outr transt do globo ocular
H449;Transt NE do globo ocular
H450;Hemorragia vitrea em doenc COP
H451;Endoftalmite em doenc COP
H458;Outr transt humor vitr glob ocular doenc COP
H46;Neurite optica
H470;Transt do nervo optico NCOP
H471;Papiledema NE
H472;Atrofia optica
H473;Outr transt do disco optico
H474;Transt do quiasma optico
H475;Transt de outr vias opticas
H476;Transt do cortex visual
H477;Transt NE das vias opticas
H480;Atrofia optica em doenc COP
H481;Neurite retrobulbar em doenc COP
H488;Outr transt nervo optic vias optic doenc COP
H490;Paralisia do terceiro par
H491;Paralisia do quarto par
H492;Paralisia do sexto par
H493;Oftalmoplegia total
H494;Oftalmoplegia externa progressiva
H498;Outr estrabismos paraliticos
H499;Estrabismo paralitico NE
H500;Estrabismo convergente concomitante
H501;Estrabismo divergente concomitante
H502;Estrabismo vertical
H503;Heterotropia intermitente
H504;Outr heterotropias e as NE
H505;Heteroforia
H506;Estrabismo mecanico
H508;Outr estrabismos espec
